,Unnamed: 0,회사,날짜,직무,재직여부,별점,요약,장점,단점,경영진에게 바라는 점
109,3719,삼성전자,2019-11-01,영업/제휴,현직원,4,global innovative 회사 로 breadth depth 로 시장 을 주도 려는 조직 며 fast follower 에서 마켓 리더 로 변신 려고 노력,사이즈 스케일 여러 기회 를 접하 며 삼성 의 브랜드 로 business 성사 됨,시 적용 으로 work life balance 으나 임원 에겐 미 적용,너무 급한 만 바라보 다 장기간 투자 기회 를 버리 는 아쉬움 음
113,3723,삼성전자,2019-11-01,연구개발,현직원,5,역시 삼성전자 높 은 연봉 과 은 복리 후생 이것 만 으로 도 끗,몇 새 에 꽤 사내 분위기 자유 로워 고 연봉 도 높 음 사내 복지 정말 어 다,약간 하향세 인 단점 고 요새 반도체 시장 조금 다 이것 에 실직 위기 인 도 다,새로운 반도체 분야 에 더욱더 도전 는 모습 을 보여 었 으면 게 다
115,3725,삼성전자,2019-11-01,영업/제휴,현직원,3,글로벌 회사 답 게 체계 잡혀 고 보너스 을 기회 다,다양 복지 시도 자율 출퇴근 재택근무 육아 휴직 자기 계발 휴직,보수 인 업무 태도 및 넘쳐나 는 자료 작성 및 근거 모으 기,체계 r r 과 불 필요 업무 는 피할 도록 업무 지시
118,3728,삼성전자,2019-11-01,개발,현직원,4,비교 자유 로운 분위기 조성 어 어 눈치 고 휴가 자유 롭 다,회사 에 비해 자유 로운 분위기 조성 어 음 휴가 자유 롭 게 사용 가능 자율 출퇴근 가장 큰 장점,개발 보다 보고 를 위해 혹은 해결 을 위한 문서 작성 음,새로운 사업 에 대한 적극 인 지원 으면 겠 다
119,3729,삼성전자,2019-11-01,연구개발,현직원,4,연봉 복지 동종 업계 최상위 권 하지만 그만큼 다,연봉 높 고 정말 다양 복지 를 누릴 다 돈 모으 기 는 최고 인 듯,정말 정말 다 사업 부 마다 성과 금 차이 커 상대 박탈감 을 느낄 든,시스템 의 삼성 지만 아직 도 부서 내부 으로 이해 기 어려운 업무 처리 방식 존재 한다 를 개선 해 줬 으면 함
120,3730,삼성전자,2019-11-01,연구개발,현직원,4,국내 최고 의 기업 라는 자부심 과 에 맞 는 복지 와 급여 를 을 는 기업,식당 갖춰져 고 연차 도 편하 게 사용 가능 급여 도 업계 최고 수준 다 열심히 는 분위기 자율 출근 제도,주말 에 출근 해야 는 음 간혹 야근 윗사람 면 경쟁 구도 보임,부서 에서 성장 멈춘 듯 을 느끼 게 된다 새로운 성장 필요 할 듯 보임
121,3731,삼성전자,2019-11-01,연구개발,현직원,3,삼성전자 ds 사업 부 마다 분위기 천차만별 페이 기업 의 발전 가능 성 은 준수 함 박사 고 기 에 는 적합 은 케이스 음,사업 기반 안정 알려진 복지 시스템 사내 병원 운영 변화 려는 노력 존재 무난 연봉,출근 시반 인데 퇴근 은 유연근 무제 실시 무색 부서 간 편차 심함 사업 부 에 따라 교육 시스템 엉망 인 음,합리 인 ps 산출 결과 공개 필요 경직 된 인사 제도 인사 관리 시스템
123,3733,삼성전자,2019-11-01,기획/경영,현직원,5,최고 의 기업 문화 와 최고 의 인재 를 보유 기업,최고 의 인재 로부터 은 을 배울 음 연차 사용 자유 로우 며 출퇴근 버스 지원 복지 혜택 도 만족 스러움,뛰어난 과 경쟁 해야 돼서 회사 생활 조금 피곤 할 는 음 또한 끊임없이 변화 를 요구 는 직장 라 면 에선 힘든 부분 음 버티 고 면 성장 본인 모습 을 발견 할 음,으로 도 최고 의 기업 으로 남 을 도록 회사 를 이끌 어 시 기 바람
124,3734,삼성전자,2019-11-01,개발,현직원,3,SW 진군 정 보다 근무 환경 았 다 자율 춡퇴근제가 지켜 고 바쁘 다면 만 아서 채우 면 된다 돈 은 보다 는 듯,밥 맛있 음 교육 다 지율 출퇴근 팀 다 팀 겠 지만 선배 과 서로 존대 며 님 으로 부른다,워낙 은 부서 다 니 는 부서 로 배치 는 은 듯 지나 면 는 부서 로 옮길 는 기회 다고 는 한다 지만 그때 도 는 부서 로 무조건 옮길 을지 장담 할 으므로 으로 의 커리어 를 했 을 필요 을 은 을 고 은 을 면서 여기 는 게 맞 는지 고민 된다,뽑 는 방식 을 바꿔야 할 듯 신입 의 퇴사 율 높 은 이유 는 는 을 못 해서인 도 을 듯
126,3736,삼성전자,2019-11-01,생산/제조,현직원,5,국내 제일 의 대 기업 이상 부연 설명 필요 을 듯 합니다,복지 음 자율 출퇴근 제 운영 사내 시설 어 음,부서 마다 다르 겠 지만 노력 의 성과 고루 배분 진 고 진급 에 어서 정치 인 면 음,임직원 건강 증진 도 지만 무조건 인 탄산 음료 미 제공 은 건 다신 아 셨 으면
127,3737,삼성전자,2019-11-01,연구개발,현직원,3,한국 을 대표 는 글로벌 회사 해외 에서 도 가끔 씩 전광판 에 는 회사,자유 출퇴근 제 가능 고 식당 에서 는 밥 맛있 음 복지 몰 이용 가능 부부 부 지만 나름 수평 조직 문화 적용 는 음,이름 만 글로벌 ps 계속 줄어들 고 어 페이 의 장점 는지 의문 IT 의 탈 을 쓴 제조 회사,돈 을 많이 는 은 책임 따른다고 고 으나 잘못 된 방향 에 대한 책임 은 왜 직원 고 는 건지
128,3738,삼성전자,2019-11-01,연구개발,현직원,3,돈 은 많이 지만 보수 고 한국 인 기업 으로 추후 커리어 를 위한 은 경험 은 지만 평생직장 으로서 은 기업 은 아닙니다,글로벌 위 기업 에서 만 겪 을 는 경험 을 쌓 을 음 시스템 구축 어 어 첫 직장 으로 배우 기 습니다,반복 소모 인 위주 한국식 기업 문화 로 임원 달 라면 워라 밸 든 높 은 직무 커리어 를 위해서 든 결국 이직 을 게 될 또한 점차 내부 인사 로 임원 달기 는 어려워 는 분위기,자율 성 창의 성 는 조직 문화 로 변화 했 으면 겠 습니다
129,3739,삼성전자,2019-11-01,디자인,현직원,4,다양 업무 경험 을 쌓 고 커리어 를 발전 기 에 적합 함,업무 문화 음 주변 에 뛰어난 동료 음 조직 에서 다양 업무 수행 가능,전체 인 직원 연령 대 높 은 음 조직 유연 음,더욱 과감 투자 와 의사 결정 으로 사업 을 리드 면 겠 음
132,3742,삼성전자,2019-11-01,개발,현직원,4,월급 밀리 는 안정 인 회사 입니다 상대 으로 높 은 월급,교육 의 기회 음 복지 혜택 풍부 함 성 평등 회식 문화 건전 함,는 업무 를 선택 기 어려움 는 아서 기여 할 는 부분 을 음,정보 공유 와 직원 의 의견 임원진 까지 전달 었 으면 함
134,3744,삼성전자,2019-11-01,기획/경영,현직원,5,은 동료 은 훌륭 기업 며 모두 열정 을 다 해 함,총 연봉 높 음 훌륭 동료 음 시스템 아주 갖춰져 음,정말 고 다 같이 경쟁 며 함 기본급 낮 고 성과급 위주,현 시대 에 맞 는 기업 문화 와 농업 근면성 을 요구 는 야근 지양 필요
135,3745,삼성전자,2019-11-01,연구개발,현직원,4,대 기업 다 니 복지 와 혜택 고 업무 량 도 점점 줄어드 는 편,부서 별 차이 겠 지만 모델 개발 초반 이나 끝 났 을 자율 출퇴근 제 사용 여 출근 퇴근 을 조절 가능 고 부수 인 복지 다,사원 선임 급 보다 부장 급 책임 급 다 부서 별 로 다르 겠 지만 부하 직원 을 늦 게 아서 오래 막내 생활 을 했 다,개발 기간 단축 았 으면 겠 다 개발 기간 으로 인한 비용 낭비 다
137,3747,삼성전자,2019-11-01,개발,현직원,4,삼성 은 역시 삼성 입니다 하하하 추천 합니다,연봉 강력 합니다 이거 는 무시 할 는 부분 기 도 죠,대 기업 인 요소 기 에 의사 결정 구조 복잡 합니다 부분 외 엔 딱히,처럼 만 유지 더라도 삼성 그룹 은 아 갈 듯 네요
138,3748,삼성전자,2019-11-01,연구개발,현직원,4,무난 대 기업 리딩 위치 에 다 니 대외 이미지 에 신경 을 많이 쓰 는 듯,유연근 무제 휴가 를 자유 롭 게 쓸 다 밥 맛있 다,월급 루팡 아 화딱지 는 음 업무 쏠림 현상 사업 부별 상여 차이,시스템 을 위한 시스템 은 개발 았 으면 함 합리 인 조직 관리
139,3749,삼성전자,2019-11-01,개발,현직원,3,단순히 해서 의식주 의 보장 은 정말 철저 고 으나 모든 대 기업 듯 관리직 의 한계 를 벗 을 다,눈치 는 연차 사용 주변 의 기업 선호 도 부모 님 특히 아 하심 반도체 실적 에 따라 다르 지만 든든 연봉,성과 위주 지나쳐 매일 매일 스트레스 저년 차임 에 도 불구 고 윗 급 의 정 에 치질 보임 평택 사업장 과 수원 사업장 은 회사 라고 봐도 무방 함,바라 는 다 불만 라고 한다면 이곳 에서 도태 고 는 에 대한 불만 음
142,3752,삼성전자,2019-11-01,기획/경영,현직원,4,글로벌 기업 으로 다양 업무 경험 으로 커리어 를 쌓 기 음 워라 밸 은 지켜 을 음,높 은 연봉 및 조직 거대 만큼 업무 전문 성 을 키울 음,조직 다 니 불 필요 문서 업무 고 워라 밸 지켜 는 음,보고 를 위한 보고 아닌 실제 오퍼레이션 의 개선 을 위한 업무 지시 필요 다고 봄
147,3757,삼성전자,2019-11-01,데이터,현직원,4,그대로 대 기업 모든 직무 나누 어 져 고 각자 의 역할 을 면 된다 덩치 큰 만큼 변화 느리 지만 큰 덩치 치고 변화 고 다는 은 대단 다고,갖춰진 업무 체계 부서 마다 다르 지만 지켜 고 는 워라 밸 타당 급여 와 저런 각종 복지 와 교육 똑똑 많이 모여 음,조직 의 리더 마다 여전히 은 조직 문화 존재 일부 꼰대 마인드 의 리더 의 위치 에 으면서 기득 권 을 쥐 고 뒤흔드 는 느낌 을 음 전문가 보다 는 회사 의 생리 를 아 는 히더 됨,삼성 외부 의 전문가 를 데려와서 변화 를 려고 실제로 는 내부 의 견제 조직 의 경직 으로 변화 는 상황 존재 함 진짜 변화 를 원한다면 귀 를 기울여야 을까
149,3759,삼성전자,2019-11-01,연구개발,현직원,5,글로벌 회사 답 게 뭐 빠지 는 흔히 는 은 기업 입니다,주변 의 훌륭 인 네트워크 높 은 인지 도 은 복리 후생,업계 사이클 을 탄다는 게 단점 인데 산업 은 으니까요,처럼 만 해 시 면 을 습니다 삼성전자 최고
150,3760,삼성전자,2019-11-01,연구개발,현직원,5,글로벌 기업 클래스 십 십 지나 도 계속 발전 할 은 기업 고 연봉 워 라벨 매우 음,고 연봉 에 워 라벨 도 급격히 아 짐 자율 출퇴근 제 복지 good,나이 수록 스트레스 아 고 능력 는 은 초라 해진다 정년 공기업 대비 짧 다,은 영역 이익 조금 만 직원 에 나눠 면 겠 음 기본 연봉 만 면 타 기업 대비 높 음
153,3763,삼성전자,2019-11-01,생산/제조,현직원,4,은 회사 이나 대 기업 특유 대 규모 조직 특유 의 단점 존재,연봉 복지 네임 밸류 체계 시스템 자율 인 근무 세계 위 라는 자부심,대 기업 특유 단점 내부 고 너무 음 대 규모 조직 으로 개인 의 역량 보다 전체 시스템 중요,인사 평가 의 공정성 확보 해 줬 으면 합니다 고과 돌려먹 기 지전 mba 위해 고과 몰아주 기 등등 남성 위주 기업 문화 도 없애 세요 기타 현대 은 대 기업 보단 훨씬 덜하 지만 여성 임원 비율 다 못해 여성 부장 비율 만 봐도 착잡
159,3769,삼성전자,2019-11-01,엔지니어링,현직원,5,반도체 설비 팀 분위기 고 서로 돕 는 분위기 라 근무 기 편합니다,삼성 맨 의 자부심 을 고 할 습니다 복지 최고 입니다,아직 까지 단점 라고 느낀 은 습니다 중소기업 보다 개인 의 능력 빨리 드러나 는,아직 몇 개월 어서 경영진 에게 바라 는 은 근무 를 해 봐야 겠 습니다
164,3774,삼성전자,2019-11-01,엔지니어링,현직원,4,반도체 분야 에서 괜찮 게 사업 을 영위 고 고 큰 욕심 없이 다닐 는 회사,시국 에 이만 낮 은 허들 과 은 채용 을 진행 며 괜찮 은 연봉 을 는 곳 은 흔치 다,김기남 사장 체제 로 변하 면서 반도체 부분 은 는 분위기 많이 독해 고 다 보통 출근 해서 퇴근 까지 업무 쌓여 으며 임원 의 고과 챙기 기 경쟁 으로 업 의 본질 을 잃 은 데이터 챙기 기 만연 고 다,쓸데없 는 각종 지표 만 계속 아 세요 본인 의 성과 를 위한 보여 기 식 데이터 나열 과연 실제 성과 와 이어지 는지 은 회의 듭니다 실제 부서 의 절반 은 임원 을 위한 자료 작성 에 하루 를 쏟 고 습니다 할 는 분위기 를 어 세요
165,3775,삼성전자,2019-11-01,생산/제조,현직원,4,글로벌 기업 라는 자부심 과 대한민국 최고 의 반도체 기업 빵빵 복지 와 연봉 누구 에게 면 는 기업 선진 조직 문화 와 회사 에서 누구 노력 면 성과 에 따라서 자기 발전 가능,체계 화 된 업무 체계 및 성과 금 연봉 복지 글로벌 기업 에서 근무 한다는 자부심 을 가질 습니다 신입 사원 들어와서 업무 에 적응 기 에 은 시스템 을 고 습니다,생산 설비 직군 은 교대 를 해야 며 주말 에 하루 도 쉬 는 부지기수 임 따라서 회사 외 으로 사회생활 어려울 으면 은 설비 직군 어도 부서 바이 부서 별 로 업무 강도 및 근무 패턴 상이 함,라인 근무 인력 을 늘려 세요 교대 근무자 도 입니다 주말 에 적절히 쉴 도록 여건 보장 부탁 드립니다
174,3784,삼성전자,2019-11-01,디자인,현직원,4,워 라벨 최강 단 승진 의 기회 는 작음 시스템 어 음,글로벌 위 자율 출퇴근 제 ps 까지 면 높 은 연봉,임원 은 다 해외 에서 데려 옴 넘 으면 불 투명 Ps 하락세 임,현금 만 쌓 아 놓 고 직원 에게 베푸 길 명확 미래 비전 제시 필요 내부 직원 을 성장 시켜야 외부 에서 그만 데려올 필요 음
176,3786,삼성전자,2019-11-01,연구개발,현직원,3,개발 직 군 만 면 다니 기 은 회사 직군 및 부서 별 근무 강도 와 업무 량 차이 극심 함,자율 출퇴근 제 법 은 지키 려고 노력 함 식사 무료 적당 연봉 임직원 몰,직군 별로 업무 량 천지 차이 라 박탈감 다 배치 를 어느 사업 부 로 느냐 에 따라 성과급 차이 매우 커서 또한 박탈감 다 개발 직 군 에 대한 배려 를 느낄 다,과제 를 시작 할 도전 는 건 지만 실 무진 의 의견 은 고려 고 일정 을 잡 는 은 모두 힘들 어 는 지름길 다
177,3787,삼성전자,2019-11-01,기획/경영,현직원,3,국내 기업 최대 규모 자 가장 글로벌 며 시스템 갖춰진 곳,확실 네임 밸류 고 전반 인 시스템 어 음 자기 계발 휴직 이나 질 은 사내 식당 사내 운동 시설 교육 기회 의 복지 음 다양 해외 법인 에서 주재원 으로 근무 할 기회 많이 음 연차 사용 자유 로운 편,부서 별 직군 별 차이 겠 지만 여전히 보수 문화 와 수직 의사 결정 구조 심함 즉 꼰대 음 자율 출퇴근 제도 존재 지만 권장 출근 존재 고 야근 을 당연 시 는 분위기 서울 아닌 위치 장기근속 관련 보상 및 복지 매우 부족,합리 인 성과 위주 평가 체계 필요 고 보수 분위기 개선 을 위해 위 에서부터 노력 해 었 으면
180,3790,삼성전자,2019-11-01,연구개발,현직원,3,조금 나아지 기 위해 지속 으로 노력 는 회사,기업 문화 를 개선 기 위해 꾸준히 노력 는 가장 게 느껴 는 부분 설령 외부 에 는 이미지 를 위해서 라거나 외부 사례 를 따라 는 일지라도 개선 을 위해 노력 는 은 명백 다 술 자리 에서 술 강요 금지 성희롱 및 성 관련 엄중 처벌 자율 출퇴근 수평 인 호칭 문화 팀 간 의 편차 을 음,회사 에서 조직 조금 만 다르 면 완전히 회사 라서 협업 쉽 다 너무 큰 조직 지만 유기 으로 동작 할 는 조직 었 으면 겠 다,의사 결정 구조 조금 투명 했 으면 는 바람 입니다
